S,I,R,p_I,p_R,t
53,7,0,0.00879957,0.01,0
50,10,0,0.0294744,0.01,1
41,19,0,0.0118004,0.01,2
27,31,2,0.023993,0.01,3
13,45,2,0.00579521,0.01,4
7,50,3,0.0284803,0.01,5
1,55,4,0.0260132,0.01,6
0,56,4,0.0254462,0.01,7
0,55,5,0.0155229,0.01,8
0,54,6,0.0230379,0.01,9
0,53,7,0.0161165,0.01,10
0,53,7,0.0298742,0.01,11
0,53,7,0.0107761,0.01,12
0,53,7,0.006036,0.01,13
0,53,7,0.019133,0.01,14
0,52,8,0.0204047,0.01,15
0,51,9,0.0279253,0.01,16
0,50,10,0.00942309,0.01,17
0,50,10,0.0299666,0.01,18
0,50,10,0.0169588,0.01,19
0,50,10,0.0223904,0.01,20
0,50,10,0.0166164,0.01,21
0,50,10,0.0212357,0.01,22
0,48,12,0.0219267,0.01,23
0,48,12,0.00711373,0.01,24
0,48,12,0.0208865,0.01,25
0,48,12,0.0237842,0.01,26
0,45,15,0.0242022,0.01,27
0,44,16,0.0255802,0.01,28
0,44,16,0.00543422,0.01,29
0,44,16,0.00601687,0.01,30
0,43,17,0.0294704,0.01,31
0,43,17,0.0273182,0.01,32
0,43,17,0.00550154,0.01,33
0,43,17,0.00519162,0.01,34
0,43,17,0.0197941,0.01,35
0,43,17,0.0165151,0.01,36
0,43,17,0.00597538,0.01,37
0,43,17,0.0165612,0.01,38
0,43,17,0.0134504,0.01,39
0,43,17,0.00890153,0.01,40
0,43,17,0.0211207,0.01,41
0,42,18,0.015042,0.01,42
0,41,19,0.0289083,0.01,43
0,41,19,0.0138758,0.01,44
0,39,21,0.00625136,0.01,45
0,38,22,0.0195835,0.01,46
0,38,22,0.00768518,0.01,47
0,37,23,0.016366,0.01,48
0,36,24,0.0219973,0.01,49
0,36,24,0.00806398,0.01,50
0,36,24,0.00781697,0.01,51
0,36,24,0.0143865,0.01,52
0,36,24,0.0120044,0.01,53
0,35,25,0.0273664,0.01,54
0,35,25,0.0112246,0.01,55
0,35,25,0.0153913,0.01,56
0,35,25,0.0102165,0.01,57
0,35,25,0.0164378,0.01,58
0,35,25,0.0211371,0.01,59
0,34,26,0.0296201,0.01,60
0,33,27,0.0280985,0.01,61
0,33,27,0.00542429,0.01,62
0,33,27,0.0142645,0.01,63
0,32,28,0.0165683,0.01,64
0,32,28,0.00729516,0.01,65
0,32,28,0.0241868,0.01,66
0,32,28,0.0150742,0.01,67
0,32,28,0.0228131,0.01,68
0,32,28,0.0185879,0.01,69
0,32,28,0.00639938,0.01,70
0,32,28,0.0198697,0.01,71
0,32,28,0.0178826,0.01,72
0,32,28,0.0105904,0.01,73
0,32,28,0.0197207,0.01,74
0,32,28,0.0181411,0.01,75
0,32,28,0.0273072,0.01,76
0,32,28,0.0125085,0.01,77
0,32,28,0.00903963,0.01,78
0,31,29,0.0203926,0.01,79
0,31,29,0.0267731,0.01,80
0,31,29,0.0169132,0.01,81
0,31,29,0.0221349,0.01,82
0,31,29,0.0266519,0.01,83
0,31,29,0.0152526,0.01,84
0,31,29,0.0205933,0.01,85
0,31,29,0.0278046,0.01,86
0,31,29,0.00787274,0.01,87
0,31,29,0.0283772,0.01,88
0,30,30,0.0102277,0.01,89
0,30,30,0.00632647,0.01,90
0,29,31,0.0247537,0.01,91
0,28,32,0.0113358,0.01,92
0,28,32,0.0181023,0.01,93
0,28,32,0.00969311,0.01,94
0,28,32,0.0229266,0.01,95
0,27,33,0.0116854,0.01,96
0,27,33,0.0209039,0.01,97
0,27,33,0.0236882,0.01,98
0,26,34,0.00593278,0.01,99
